"","Nest_ID","Year_located","Project_ID","Transect_ID2","Trt_cat","Initiation_date","Trees_2550","Trees_50","pPIPO","a1000_areamn2","a1000_areaam2","a1000_areacv2","a1000_contag","a1000_pland2","a1000_pland1","a1000_lpi","a1000_lpi1","a1000_lpi2","a1000_np","a1000_np1","a1000_np2","a1000_proxmn2","a1000_Ha","a1000_RxBu","a1000_WFBu","a1000_PBu","n_burn","n_harvest","n_tx","Tm_since_h","Tm_since_b","Tm_since_tx","Time_groups","Month","Init_day","ClimateYear","Tmax","Tmax_l1","Tmax_l2","Tmax_l3","Tmax_l4","Tmax_l5","Tmax_l6","Tmax_l7","Tmax_l8","Tmax_l9","Tmax_l10","PPT","PPT_l1","PPT_l2","PPT_l3","PPT_l4","PPT_l5","PPT_l6","PPT_l7","PPT_l8","PPT_l9","PPT_l10","Tmax_activeinsects","PPT_activeinsects","Tmax_dormantinsects","PPT_dormantinsects"
"54","EMFWOR_NSWRC3-04A_2020",2020,"EMFWOR","64","U","2020-06-05",175,12.5,0.0769230769230769,2.47135,38.0727005,379.5469971,13.5320997,29.8034992,48.577301,40.0410995,40.0410995,18.6858006,67,30,37,46.6414986,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",157,2020,15,10.9,5.3,4.8,2.1,2.1,8.9,10,16.8,25.1,24.3,56,27,110,23,157,110,40,22,61,6,3,25.1,219,9.8,739
"55","EMFWOR_NSWRC3-09A_2016",2016,"EMFWOR","EMFWOR_SWRC3","U","2016-05-26",16.6666666666667,27.5,0.307692307692308,13.5699997,117.1589966,276.2909851,15.3641996,39.8064003,27.8087006,38.9850006,11.9976997,38.9850006,54,45,9,202.6320038,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",147,2016,14.3,13,6.8,7.3,1.4,0.2,3.9,16.6,20.5,25.4,24.5,86,49,98,39,117,206,66,38,28,6,37,25.4,241,11.5,424
"56","EMFWOR_NSWRC3-09A_2018",2018,"EMFWOR","EMFWOR_SWRC3","U","2018-05-25",58.3333333333333,22.5,0.5,7.7207098,88.1306992,322.7200012,12.9469004,35.2303009,31.2994995,31.7395,10.5016003,31.7395,48,34,14,121.427002,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",145,2018,16.2,10.1,5.1,3,5.6,5.2,6,12.7,19.4,26.8,27.7,90,90,94,35,67,28,105,21,20,12,17,27.7,118,8.2,643
"57","EMFWOR_NSWRC3-09A_2019",2019,"EMFWOR","EMFWOR_SWRC3","U","2019-05-24",33.3333333333333,35,0.888888888888889,9.1199999,89.6567001,297.1659851,13.4812002,35.6702995,33.0595016,32.2089005,18.1578007,32.2089005,44,32,12,124.8259964,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",144,2019,13.5,10.5,4.6,-1.3,4,1.8,7.7,12.7,20.7,25.7,27.6,94,100,98,173,101,84,63,43,3,1,5,27.6,168,10.2,428
"58","EMMAOR_NCLIFFC1-07A_2015",2015,"EMMAOR","EMMAOR_CLIFFC1","U","2015-05-27",116.666666666667,7.5,0.722222222222222,1.68792,13.0732002,259.7139893,7.9499998,29.1581001,33.8222008,13.7284002,13.7284002,7.4801998,101,48,53,31.2446003,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",147,2015,16.4,12.2,11.8,8,5.2,2.9,4.8,16.5,23,26.4,30,81,27,49,94,39,180,85,36,18,12,11,30,126,12,592
"59","EMMAOR_NCLIFFC1-07A_2019",2019,"EMMAOR","EMMAOR_CLIFFC1","U","2019-05-25",66.6666666666667,5,0.818181818181818,1.68792,13.0732002,259.7139893,7.9499998,29.1581001,33.8222008,13.7284002,13.7284002,7.4801998,101,48,53,31.2446003,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",145,2019,15.8,10.9,6.8,0.4,3.6,0.7,6.3,13.5,21.7,27.4,29.1,80,66,49,164,75,78,48,44,3,2,3,29.1,127,11.4,354
"60","EMMAOR_NCLIFFC1-08A_2016",2016,"EMMAOR","EMMAOR_CLIFFC1","U","2016-06-02",41.6666666666667,15,0.166666666666667,1.12299,8.5230904,256.70401,10.8544998,24.5233002,38.6917,28.8353996,28.8353996,5.8668199,104,37,67,16.7579002,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",154,2016,16.6,14.7,7.8,6.8,1.7,0.6,4.3,17.9,21.9,28.1,26.4,37,27,65,38,98,181,55,33,21,2,27,28.1,172,12.1,445
"61","EMMAOR_NCLIFFC1-08A_2017",2017,"EMMAOR","EMMAOR_CLIFFC1","U","2017-05-29",0,7.5,0,1.0776,8.4245195,261.1099854,10.5565004,26.3419991,41.3023987,28.9528008,28.9528008,6.3068299,116,41,75,14.4765997,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",149,2017,16.7,9.2,8.5,3.2,-1.1,-1.3,8.2,12.3,20.7,27.7,26.1,25,70,86,88,149,126,69,86,12,3,11,27.7,171,14.7,424
"62","EMMAOR_NCLIFFC1-08A_2019",2019,"EMMAOR","EMMAOR_CLIFFC1","U","2019-06-02",0,7.5,0,1.0776,8.4245195,261.1099854,10.5565004,26.3419991,41.3023987,28.9528008,28.9528008,6.3068299,116,41,75,14.4765997,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",153,2019,15.7,10.8,6.6,0.3,3.5,0.6,6.2,13.3,21.6,27.3,29,80,66,49,165,75,78,48,44,3,2,3,29,127,11.3,354
"63","EMMAOR_NCLIFFC1-08B_2017",2017,"EMMAOR","EMMAOR_CLIFFC1","U","2017-05-25",41.6666666666667,15,0.166666666666667,1.12299,8.5230904,256.70401,10.8544998,24.5233002,38.6917,28.8353996,28.8353996,5.8668199,104,37,67,16.7579002,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",145,2017,16.8,9.3,8.5,3.3,-1,-1.2,8.3,12.4,20.8,27.7,26.2,25,70,86,88,149,126,69,86,12,3,11,27.7,171,14.7,423
"64","EMMAOR_NCLIFFC2-04A_2017",2017,"EMMAOR","EMMAOR_CLIFFC2","U","2017-05-26",66.6666666666667,5,0.2,0.651028,8.8437204,354.7430115,14.7630997,22.7045994,51.8040009,44.5292015,44.5292015,6.3068299,147,40,107,14.9497995,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",146,2017,16.4,9,8.3,3,-1.4,-1.5,7.9,12.1,20.5,27.4,25.8,26,74,89,91,155,130,71,88,12,3,11,27.4,175,14.4,437
"65","EMMAOR_NCLIFFC2-06A_2019",2019,"EMMAOR","EMMAOR_CLIFFC2","U","2019-05-24",50,10,0.363636363636364,0.401489,3.8817301,294.4200134,21.0785999,18.4512005,55.1188011,50.9533997,50.9533997,4.0187702,178,37,141,8.2814798,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",144,2019,15.8,11,6.6,0.3,3.4,0.5,6.2,13.4,21.7,27.4,29.1,79,65,49,161,71,76,47,43,3,2,3,29.1,125,11.4,346
"66","EMMAOR_NCLIFFC2-07A_2015",2015,"EMMAOR","EMMAOR_CLIFFC2","U","2015-05-25",41.6666666666667,7.5,0.8,0.283846,0.882239,145.1950073,30.8743992,13.2297001,55.5587997,54.3560982,54.3560982,0.968026,164,21,143,4.0888901,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",145,2015,16.5,12.3,11.7,7.9,4.9,2.8,4.7,16.6,23.1,26.6,30.2,78,26,47,90,37,171,78,35,19,12,11,30.2,123,12.2,564
"67","EMMAOR_NCLIFFC2-08A_2019",2019,"EMMAOR","EMMAOR_CLIFFC2","U","2019-05-19",108.333333333333,10,0.764705882352941,0.255205,0.737826,137.5169983,31.7686005,12.1443005,52.8013992,51.9213982,51.9213982,0.968026,163,17,146,3.57357,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",139,2019,15.9,11.1,6.7,0.3,3.5,0.5,6.3,13.6,21.9,27.6,29.3,78,64,49,160,70,74,46,42,3,2,3,29.3,122,11.6,339
"68","EMMAOR_NCLIFFC2-10A_2017",2017,"EMMAOR","EMMAOR_CLIFFC2","U","2017-05-21",25,2.5,0.8,1.44391,65.0108032,663.5059814,10.5855999,32.4729004,33.2355995,26.1954002,22.9393005,26.1954002,123,54,69,27.2726994,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",141,2017,17.1,9.6,8.6,3.4,-1.1,-1.2,8.3,12.8,21.1,28,26.5,25,69,85,86,144,121,65,82,12,3,11,28,165,15,406
"69","EMMAOR_NCUBT1-10A_2016",2016,"EMMAOR","EMMAOR_CUBT1","B","2016-05-29",91.6666666666667,2.5,1,0.575217,4.2961202,254.3359985,40.260601,12.9363003,53.3293991,47.7266006,47.7266006,2.8747399,105,36,69,5.9032202,18.6271992,100,0,8.94102,2,0,2,"oot","8","8","6-10","05",150,2016,16.5,14.5,7.6,7.1,1.9,0.8,4.3,17.6,21.5,27.8,26.3,35,17,45,21,55,116,37,23,20,2,38,27.8,164,11.8,279
"70","EMMAOR_NCUBT2-02A_2016",2016,"EMMAOR","EMMAOR_CUBT2","HB","2016-06-06",100,10,0.5625,2.22686,25.2933006,321.8429871,16.0660992,25.4032993,25.3740005,13.7869997,7.06952,13.7869997,120,85,35,34.6300011,40.3931007,69.9620972,0,22.0167007,1,1,2,"1","8","1","0-5","05",158,2016,17,15.1,8,7.2,2,1,4.9,18.3,22,28.2,26.7,34,15,40,17,47,99,32,21,20,2,38,28.2,160,12.4,240
"71","EMMAOR_NCUBT2-08A_2019",2019,"EMMAOR","EMMAOR_CUBT2","HB","2019-05-24",16.6666666666667,7.5,1,1.07143,7.90416,252.5319977,21.6002998,22.0006008,44.8518982,33.2061996,33.2061996,5.72015,127,64,63,13.5251999,39.0437012,82.4522018,0,39.1571007,1,2,3,"1","11","1","0-5","05",144,2019,15.8,10.7,6.7,0.3,3.8,0.9,6.6,13.3,21.5,27.3,29.1,70,44,34,88,41,45,27,29,2,4,4,29.1,114,11.2,203
"72","EMMAOR_NCUBT2-10A_2016",2016,"EMMAOR","EMMAOR_CUBT2","B","2016-06-07",8.33333333333333,5,0.666666666666667,0.915517,9.6004105,307.9989929,29.5515995,17.3071003,52.3027,45.7612,45.7612,6.4828401,100,42,58,12.1884003,3.1094201,68.1669006,0,1.16179,1,0,1,"oot","10","10","6-10","05",159,2016,16.4,14.5,7.6,7.1,1.9,0.8,4.3,17.6,21.5,27.8,26.3,35,17,45,20,53,116,37,23,20,2,40,27.8,167,11.7,277
"73","EMMAOR_NCUBT2-10A_2017",2017,"EMMAOR","EMMAOR_CUBT2","HB","2017-05-27",91.6666666666667,7.5,1,1.0703599,8.9902697,272.0169983,25.0401993,19.5365009,49.5746994,39.3664017,39.3664017,6.4535098,103,47,56,12.2763996,37.5182991,66.0279007,0,10.6630001,1,1,2,"0","11","0","0-5","05",147,2017,16.9,9.2,8.5,3.3,-0.7,-1,8.4,12,20.6,27.6,25.9,19,44,51,46,68,71,43,63,11,4,15,27.6,155,14.7,244
"74","EMMAOR_NDUGC1-01A_2015",2015,"EMMAOR","EMMAOR_DUGC1","U","2015-05-26",58.3333333333333,5,0,5.9793701,157.3560028,503.1539917,48.7545013,62.3642998,12.1737003,56.5267982,4.6347899,56.5267982,64,32,32,292.3280029,0,0.009549,0,0,0,0,0,"oot","oot","oot","oot","05",146,2015,15.9,11.6,11.2,7.5,4.3,2.3,3.9,15.7,22.4,25.7,29.2,97,33,57,104,49,194,92,39,20,15,10,29.2,143,11.3,666
"75","EMMAOR_NDUGC1-01A_2016",2016,"EMMAOR","EMMAOR_DUGC1","U","2016-05-22",41.6666666666667,10,0.1,5.9793701,157.3560028,503.1539917,48.7545013,62.3642998,12.1737003,56.5267982,4.6347899,56.5267982,64,32,32,292.3280029,0,0.009549,0,0,0,0,0,"oot","oot","oot","oot","05",143,2016,16.1,14.1,7.2,6.2,1.2,0.1,3.6,17.3,21.5,27.4,25.6,42,32,73,47,107,193,56,36,23,2,31,27.4,201,11.6,492
"76","EMMAOR_NDUGC1-01A_2017",2017,"EMMAOR","EMMAOR_DUGC1","U","2017-05-18",41.6666666666667,15,0,4.2214298,139.5970001,566.2919922,46.8091011,57.7882004,12.3203001,51.2467003,4.6347899,51.2467003,75,33,42,205.9199982,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",138,2017,16.2,8.9,8.1,2.9,-1.6,-1.9,7.6,12,20.4,27.1,25.4,32,87,98,104,165,138,72,96,13,3,15,27.1,196,14.3,466
"77","EMMAOR_NDUGC1-05A_2017",2017,"EMMAOR","EMMAOR_DUGC1","U","2017-05-27",50,5,0,23.4810009,228.7389984,295.6589966,46.0049019,76.5326996,15.8697996,75.5353012,2.5520699,75.5353012,60,50,10,240.9889984,6.8348498,6.9675698,0,0,0,0,0,"oot","oot","oot","oot","05",147,2017,15.5,8.3,7.7,2.6,-2,-2.3,7,11.3,19.8,26.5,24.7,34,91,104,110,173,147,75,100,13,3,15,26.5,203,13.7,490
"78","EMMAOR_NDUGC1-06A_2017",2017,"EMMAOR","94","U","2017-05-19",83.3333333333333,30,0.826086956521739,1.48957,16.1734009,313.9710083,16.4123001,33.4995995,23.4965992,8.9175701,7.12819,8.9175701,145,76,69,43.1847,7.9202099,9.0810699,0,1.93208,0,0,0,"oot","oot","oot","oot","05",139,2017,17.2,9.7,8.6,3.2,-1.3,-1.5,8.3,12.8,21.2,28.1,26.4,30,79,89,93,151,125,66,86,12,3,14,28.1,178,15.1,422
"79","EMMAOR_NDUGC1-06B_2017",2017,"EMMAOR","95","HB","2017-05-19",0,7.5,1,1.46893,33.5612984,467.4129944,19.9724007,26.8113995,52.4201012,45.4972,45.4972,16.8083992,105,49,56,29.2192993,51.7159996,51.5643997,0,1.76656,3,4,7,"6","4","4","0-5","05",139,2017,16.2,8.9,8.1,2.9,-1.7,-1.9,7.6,12,20.4,27.2,25.4,32,86,97,103,164,137,71,94,13,3,15,27.2,193,14.3,459
"80","EMMAOR_NDUGC1-10A_2016",2016,"EMMAOR","EMMAOR_DUGC1","U","2016-06-11",8.33333333333333,7.5,0.2,8.3618202,131.1869965,383.2600098,24.7199001,59.9589005,29.1874008,50.2492981,19.2724991,50.2492981,67,45,22,85.0100021,0.234673,0.296018,0,0,0,0,0,"oot","oot","oot","oot","05",163,2016,15.6,13.7,6.9,6,0.9,-0.2,3.1,16.8,21.1,27,25.1,43,33,75,49,111,200,57,37,23,2,32,27,207,11.2,510
"81","EMMAOR_NDUGC1-10A_2017",2017,"EMMAOR","EMMAOR_DUGC1","U","2017-05-29",66.6666666666667,15,0.571428571428571,6.0566702,89.6518021,371.5130005,19.0865993,53.3000984,36.4329987,38.3689995,28.5128002,38.3689995,58,31,27,79.1865005,1.81872,2.2312801,0,0,0,0,0,"oot","oot","oot","oot","05",149,2017,15.5,8.3,7.7,2.6,-2.1,-2.3,7,11.4,19.8,26.5,24.7,34,91,104,111,175,147,75,100,13,3,16,26.5,204,13.7,491
"82","EMMAOR_NELKT1-05A_2015",2015,"EMMAOR","EMMAOR_ELKT1","U","2015-05-28",100,12.5,0.5,9.4131804,196.4459991,445.7489929,28.7222004,67.4978027,25.843399,65.7378006,10.4722996,65.7378006,71,49,22,229.2100067,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",148,2015,15.3,11.1,11.4,7.7,4.6,2.5,4,15.5,21.9,25.3,28.7,99,35,60,115,51,218,104,44,21,13,10,28.7,147,10.8,732
"83","EMMAOR_NELKT2-02A_2015",2015,"EMMAOR","EMMAOR_ELKT2","U","2015-05-31",50,2.5,1,2.391,79.5196991,567.9609985,10.6805,46.7585983,39.4543991,34.6142998,29.2460995,34.6142998,108,48,60,80.3022995,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",151,2015,15.9,11.6,11.3,7.5,4.5,2.4,4.1,15.8,22.4,25.7,29.2,97,35,59,110,51,199,98,41,20,15,10,29.2,144,11.4,695
"84","EMMAOR_NELKT2-04A_2016",2016,"EMMAOR","104","H","2016-05-27",25,27.5,1,0.411176,3.0306399,252.4019928,35.2736015,13.6696997,61.0443001,55.793499,55.793499,2.4054,124,22,102,5.3024402,72.2499008,5.5193,0,65.8115005,0,4,4,"3","oot","3","0-5","05",148,2016,16.1,14.2,7.3,6.4,1.4,0.2,3.9,17.4,21.5,27.4,25.6,42,34,76,48,115,201,61,38,23,2,29,27.4,199,11.6,515
"85","EMMAOR_NELKT2-04A_2017",2017,"EMMAOR","105","HB","2017-05-21",25,27.5,1,0.411176,3.0306399,252.4019928,35.2736015,13.6696997,61.0443001,55.793499,55.793499,2.4054,124,22,102,5.3024402,72.2499008,84.848999,0,65.8115005,1,4,5,"4","0","0","0-5","05",141,2017,16.1,8.8,8.2,2.9,-1.4,-1.7,7.8,11.9,20.3,27,25.3,31,91,102,108,177,144,78,101,13,3,13,27,199,14.2,495
"86","EMMAOR_NELKT2-05A_2019",2019,"EMMAOR","EMMAOR_ELKT2","H","2019-05-25",25,10,1,0.640263,4.1849399,235.2929993,18.6474991,23.7900009,57.5242004,56.0281982,56.0281982,4.0774398,134,20,114,10.1562004,55.4415016,0,0,0,0,1,1,"0","oot","0","0-5","05",145,2019,15.6,10.6,6.5,0.2,3.2,0.2,5.8,13.1,21.4,26.9,28.5,93,80,53,196,87,87,53,50,3,3,3,28.5,146,11.1,414
"87","EMMAOR_NELKT2-06A_2015",2015,"EMMAOR","EMMAOR_ELKT2","U","2015-05-23",83.3333333333333,5,0.75,0.653058,2.88923,185.0449982,15.9097996,25.7553997,57.4948997,56.3801994,56.3801994,2.2880599,134,13,121,10.1653996,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",143,2015,16.5,12.2,11.6,7.7,4.7,2.7,4.5,16.3,22.9,26.3,29.8,91,32,54,100,47,185,90,38,19,14,10,29.8,136,11.9,640
"88","EMMAOR_NELKT2-06A_2017",2017,"EMMAOR","EMMAOR_ELKT2","U","2017-05-17",83.3333333333333,0,1,0.63675,2.87714,187.576004,16.7395,24.9046993,57.8762016,55.7641983,55.7641983,2.37606,133,13,120,9.9862003,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",137,2017,16.7,9.3,8.4,3.1,-1.4,-1.6,8,12.4,20.7,27.5,25.8,31,85,96,101,165,134,72,93,12,3,14,27.5,188,14.7,458
"89","EMMAOR_NELKT2-10A_2019",2019,"EMMAOR","EMMAOR_ELKT2","H","2019-05-29",25,0,0,1.09719,17.4246006,385.7600098,11.7405996,31.8274994,45.9371986,35.6408997,35.6408997,9.5042496,128,39,89,35.8666992,21.3845997,0,0,0,0,1,1,"0","oot","0","0-5","05",149,2019,16.1,11.1,6.7,0.3,3.4,0.4,6.2,13.5,21.8,27.4,29,89,75,49,181,81,82,50,47,3,3,3,29,140,11.6,386
"90","EMMAOR_NELKT3-01A_2017",2017,"EMMAOR","EMMAOR_ELKT3","HB","2017-05-26",58.3333333333333,35,0.714285714285714,2.2437899,40.3983002,412.3649902,11.6908998,42.417099,39.6596985,27.0753994,27.0753994,17.4831009,107,49,58,68.6768036,22.1473007,20.0559998,0,21.8129997,1,2,3,"4","0","0","0-5","05",146,2017,15.9,8.6,8.4,3.2,-1.1,-1.5,7.8,11.5,20,26.8,25.1,31,91,105,113,185,152,85,108,13,3,13,26.8,207,14,523
"91","EMMAOR_NELKT3-03A_2019",2019,"EMMAOR","EMMAOR_ELKT3","B","2019-06-08",116.666666666667,25,0.541666666666667,1.12846,24.1406994,451.5820007,9.0253401,33.4701996,32.8249016,19.4484997,19.4484997,15.1950998,157,66,91,41.3476982,15.0776997,54.6296997,0,15.0363998,3,0,3,"oot","0","0","0-5","05",159,2019,15,10.2,6.6,0.3,3.5,0.4,5.8,12.6,21,26.5,28.1,95,84,57,210,96,95,58,54,3,3,3,28.1,152,10.7,446
"92","EMMAOR_NFLAGC1-02A_2015",2015,"EMMAOR","EMMAOR_FLAGC1","U","2015-05-30",66.6666666666667,20,0.4375,7.98136,112.1019974,361.1860046,25.9759007,57.2308998,28.2488003,45.1451988,21.1205997,45.1451988,60,38,22,101.6669998,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",150,2015,15.8,11.5,11.1,7.2,4.2,2.1,3.8,15.5,22.2,25.5,29,99,34,60,107,51,192,96,40,20,15,10,29,145,11.2,678
"93","EMMAOR_NFLAGC1-05A_2015",2015,"EMMAOR","EMMAOR_FLAGC1","U","2015-06-07",41.6666666666667,7.5,0.3,9.3109102,179.1139984,427.0480042,33.6544991,66.7645035,25.3446999,62.3936996,17.8645,62.3936996,54,32,22,159.6390076,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",158,2015,15.6,11.4,11,7.2,4.2,2.1,3.7,15.4,22.1,25.4,28.8,100,34,61,108,51,196,97,40,20,15,10,28.8,145,11.1,688
"94","EMMAOR_NFLAGC1-05A_2019",2019,"EMMAOR","EMMAOR_FLAGC1","U","2019-05-30",16.6666666666667,10,0.125,9.6814299,176.2160034,414.7470093,35.1188011,66.2658005,23.6432991,61.6310005,18.4218006,61.6310005,54,33,21,158.0690002,0.205339,0,0,0,0,0,0,"oot","oot","oot","oot","05",150,2019,15,10.1,6.1,-0.2,2.8,-0.2,5.3,12.5,20.8,26.3,27.8,98,83,55,205,91,90,54,52,3,3,3,27.8,154,10.6,431
"95","EMMAOR_NFLAGC1-06A_2016",2016,"EMMAOR","EMMAOR_FLAGC1","U","2016-06-04",25,17.5,0.2,14.1300001,213.5390015,375.6650085,44.4337997,73.6873016,18.6858006,71.604599,13.2883997,71.604599,46,30,16,281.6789856,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",156,2016,15.9,14,7,6,1,-0.1,3.5,17.1,21.2,27.2,25.4,42,33,76,49,111,193,57,37,23,2,31,27.2,205,11.4,503
"96","EMMAOR_NFLAGC1-06A_2017",2017,"EMMAOR","EMMAOR_FLAGC1","U","2017-05-25",58.3333333333333,20,0.4,14.0230999,210.9589996,374.7479858,43.5993004,73.1299973,19.0965004,70.9005966,14.1683998,70.9005966,46,30,16,271.4779968,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",145,2017,15.8,8.5,7.8,2.6,-1.9,-2.2,7.3,11.5,19.9,26.7,24.9,33,91,104,110,171,141,76,102,13,3,15,26.7,203,13.9,487
"97","EMMAOR_NFLAGC1-08A_2015",2015,"EMMAOR","EMMAOR_FLAGC1","U","2015-05-24",33.3333333333333,22.5,0.846153846153846,4.3460498,111.4540024,496.4349976,19.8724995,53.8280983,38.9556999,44.0891991,23.4085999,44.0891991,62,24,38,80.8339996,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",144,2015,15.8,11.5,11.1,7.3,4.2,2.2,3.8,15.5,22.3,25.6,29,99,34,59,107,51,194,96,39,20,15,10,29,144,11.2,679
"98","EMMAOR_NFLAGC2-03A_2019",2019,"EMMAOR","EMMAOR_FLAGC2","HB","2019-06-05",75,10,0.307692307692308,0.876122,9.17377,307.7479858,43.3762016,13.9924002,72.9245987,72.0152969,72.0152969,4.6641202,66,17,49,8.0546703,82.0475006,77.3529968,0,1.34004,2,2,4,"11","6","6","6-10","05",156,2019,15.8,10.8,6.4,0.1,3,0.1,5.7,13.2,21.6,27.2,28.7,92,75,49,181,79,83,49,46,3,2,3,28.7,141,11.3,384
"99","EMMAOR_NFLAGC2-06A_2019",2019,"EMMAOR","EMMAOR_FLAGC2","HB","2019-06-12",50,12.5,0.545454545454545,0.588462,5.2718801,282.1130066,60.7094994,7.4801998,72.8072968,71.9859009,71.9859009,3.31475,47,8,39,3.9452,82.3702011,82.7386017,0,1.9352601,2,2,4,"11","6","6","6-10","05",163,2019,16.4,11.4,6.8,0.3,3.3,0.4,6.1,13.8,22.2,27.8,29.4,87,70,46,168,73,77,46,43,3,2,3,29.4,134,11.9,358
"100","EMMAOR_NFLAGC2-10A_2015",2015,"EMMAOR","EMMAOR_FLAGC2","HB","2015-05-26",133.333333333333,20,0.375,0.232941,0.432273,92.5048981,70.7947006,3.8721001,68.6712036,66.2950974,66.2950974,0.322675,65,14,51,0.959792,88.1783981,87.885498,0,2.0148301,2,3,5,"5","2","2","0-5","05",146,2015,17.3,12.9,11.9,7.9,4.6,2.8,4.8,16.9,23.6,27.1,30.6,85,28,48,84,41,164,76,33,19,14,10,30.6,127,12.6,554
"101","EMMAOR_NFLAGC2-10A_2019",2019,"EMMAOR","EMMAOR_FLAGC2","HB","2019-05-27",50,20,0.785714285714286,0.293684,0.763548,126.4869995,64.5207977,5.4561501,67.2338028,63.7723999,63.7723999,0.616016,74,17,57,1.5731,85.4208984,85.4377975,0,5.7866802,1,1,2,"9","6","6","6-10","05",147,2019,16.5,11.5,6.8,0.4,3.3,0.4,6.2,13.9,22.3,27.9,29.5,86,69,45,163,71,76,45,42,3,2,3,29.5,131,12,350
"102","EMMAOR_NMDC1-07A_2017",2017,"EMMAOR","EMMAOR_MDC1","U","2017-05-21",83.3333333333333,7.5,1,1.18603,23.1865005,430.6940002,9.1416502,28.2194004,39.6596985,28.4834003,28.4834003,12.467,156,83,73,39.5854988,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",141,2017,16.6,8.4,7.4,2.3,-2,-1.8,7.4,11.8,20.6,27.7,26.2,18,59,68,73,120,102,63,72,12,4,10,27.7,154,14,350
"103","EMMAOR_NMDC2-04A_2019",2019,"EMMAOR","EMMAOR_MDC2","U","2019-06-01",16.6666666666667,22.5,0.833333333333333,3.11625,26.5653,274.3129883,17.9540005,32.5022011,49.5452995,45.1158981,45.1158981,13.7869997,64,32,32,56.0203018,0,0,0,0,0,0,0,"oot","oot","oot","oot","05",152,2019,13.6,8.5,4.1,-1.9,1.5,-1.4,4,11.3,20,25.7,27.4,69,68,56,148,69,76,50,43,3,3,4,27.4,128,8.9,332
"104","EMMAOR_NPAWT1-01A_2019",2019,"EMMAOR","128","B","2019-05-30",58.3333333333333,30,1,0.252,0.398571,76.264801,81.1179962,1.23203,42.3291016,25.0806999,25.0806999,0.264007,38,23,15,0.962029,0,98.8604965,0,0.881688,1,0,1,"oot","9","9","6-10","05",150,2019,16,10.9,6.8,0.2,3.8,0.9,6.8,13.5,21.7,27.4,29.2,69,44,34,91,43,45,27,29,2,4,4,29.2,112,11.4,206
"105","EMMAOR_NPAWT1-03A_2016",2016,"EMMAOR","EMMAOR_PAWT1","H","2016-06-03",33.3333333333333,10,1,3.2850001,152.4629974,673.8839722,18.1711998,55.6762009,33.9688988,52.5960999,22.9979,52.5960999,103,51,52,217.8650055,23.2033005,8.7818699,0,0,0,1,1,"0","oot","0","0-5","05",155,2016,16.4,14.3,7.4,6.9,1.6,0.6,4,17.3,21.3,27.7,26.3,34,18,46,23,60,123,39,23,21,2,36,27.7,162,11.6,299
"106","EMMAOR_NPAWT1-03A_2017",2017,"EMMAOR","EMMAOR_PAWT1","H","2017-05-28",8.33333333333333,10,1,5.1300001,104.5749969,440.2839966,24.3237,36.7849998,52.0387001,43.1505013,43.1505013,35.4062996,56,34,22,125.836998,41.8011017,3.6763501,0,0,0,2,2,"0","oot","0","0-5","05",148,2017,16.7,8.8,8.3,3.1,-0.9,-1.2,8,11.6,20.4,27.4,25.9,19,47,54,55,82,79,48,65,12,4,13,27.4,154,14.4,274
"107","EMMAOR_NPAWT1-03A_2019",2019,"EMMAOR","EMMAOR_PAWT1","H","2019-05-17",0,5,1,4.9147801,105.1009979,451.4930115,24.1599007,36.8437004,52.7134018,43.3558006,43.3558006,35.5236015,54,31,23,134.7689972,40.2756996,3.29758,0,17.2040997,0,4,4,"0","oot","0","0-5","05",137,2019,15.6,10.4,6.5,0.1,3.6,0.6,6.2,12.9,21.3,27.1,29,70,47,36,103,47,50,30,31,2,4,4,29,114,10.9,225
